compound_name,name,kegg_id,inchi_key,pubchem_compound_id,formula,hmdb_id,chebi_id,lipidmaps_id,rt_peak,mz,adduct,polarity,compound_id,chromatography,source,feature_id,gnps_score,gnps_compound_name,cluster_id,cluster_label
C18_NEG_0031_2-hydroxyphenylacetic_acid_negative_M-H151p0400_2p81,2-hydroxyphenylacetic acid,C05852,CCVYRRGZDBSHFU-UHFFFAOYSA-N,11970,C8H8O3,HMDB00669,CHEBI:62423///CHEBI:28478,,2.807076,151.04,[M-H]-,negative,C18_NEG_0031_2-hydroxyphenylacetic_acid_negative_M-H151p0400_2p81,C18,targeted,,,,0.0,downregulated
C18_NEG_0032_3-hydroxybenzaldehyde_negative_M-H121p0295_2p81,3-hydroxybenzaldehyde,C03067,IAVREABSGIHHMO-UHFFFAOYSA-N,101,C7H6O2,,CHEBI:16207,,2.809786,121.0295,[M-H]-,negative,C18_NEG_0032_3-hydroxybenzaldehyde_negative_M-H121p0295_2p81,C18,targeted,,,,0.0,downregulated
C18_NEG_0034_harman_negative_M-H181p0771_2p89,harman,C09209,PSFDQSOCUJVVGF-UHFFFAOYSA-N,5281404,C12H10N2,HMDB35196,CHEBI:5623,,2.889219,181.0771,[M-H]-,negative,C18_NEG_0034_harman_negative_M-H181p0771_2p89,C18,targeted,,,,,
C18_NEG_0035_24-methoxybenzamido_acetic_acid_negative_M-H208p0615_2p89,2-(4-methoxybenzamido)acetic acid,,SIEIOUWSTGWJGE-UHFFFAOYSA-N,,C10H11NO4,,,,2.891542,208.0615,[M-H]-,negative,C18_NEG_0035_24-methoxybenzamido_acetic_acid_negative_M-H208p0615_2p89,C18,targeted,,,,0.0,downregulated
C18_NEG_0036_23-carboxypropanoylamino3-methylpentanoic_acid_negative_M-H230p1034_2p91,2-(3-carboxypropanoylamino)-3-methylpentanoic acid,,LLXWDSPVRCKBPZ-UHFFFAOYSA-N,,C10H17NO5,,,,2.91352,230.1034,[M-H]-,negative,C18_NEG_0036_23-carboxypropanoylamino3-methylpentanoic_acid_negative_M-H230p1034_2p91,C18,targeted,,,,0.0,downregulated
C18_NEG_0037_n-acetylisoleucine_negative_M-H172p0979_2p94,n-acetylisoleucine,,JDTWZSUNGHMMJM-UHFFFAOYSA-N,306109,C8H15NO3,HMDB61684,CHEBI:84056,,2.938868,172.0979,[M-H]-,negative,C18_NEG_0037_n-acetylisoleucine_negative_M-H172p0979_2p94,C18,targeted,,,,0.0,downregulated
C18_NEG_0038_vanillin_negative_M-H151p0400_2p99,vanillin,C00755,MWOOGOJBHIARFG-UHFFFAOYSA-N,1183,C8H8O3,HMDB12308,CHEBI:18346,,2.989952,151.04,[M-H]-,negative,C18_NEG_0038_vanillin_negative_M-H151p0400_2p99,C18,targeted,,,,0.0,downregulated
C18_NEG_0039_n-benzoyl-alanine_negative_M-H192p0666_3p02,n-benzoyl-alanine,,UAQVHNZEONHPQG-UHFFFAOYSA-N,71002,C10H11NO3,,CHEBI:71167,,3.019667,192.0666,[M-H]-,negative,C18_NEG_0039_n-benzoyl-alanine_negative_M-H192p0666_3p02,C18,targeted,,,,0.0,downregulated
C18_NEG_0041_flavin_adenine_dinucleotide_disodium_salt_negative_M-H784p1498_3p04,flavin adenine dinucleotide disodium salt,,VWWQXMAJTJZDQX-HOMBZVRDSA-N,,C27H33N9O15P2,,,,3.037559,784.1498,[M-H]-,negative,C18_NEG_0041_flavin_adenine_dinucleotide_disodium_salt_negative_M-H784p1498_3p04,C18,targeted,,,,,
C18_NEG_0042_23-carboxypropanoylamino_hexanoic_acid_negative_M-H230p1034_3p05,2-(3-carboxypropanoylamino)hexanoic acid,,HVHVSXVMYPKOKL-UHFFFAOYSA-N,,C10H17NO5,,,,3.052643,230.1034,[M-H]-,negative,C18_NEG_0042_23-carboxypropanoylamino_hexanoic_acid_negative_M-H230p1034_3p05,C18,targeted,,,,0.0,downregulated
C18_NEG_0043_dethiobiotin_negative_M-H213p1244_3p06,dethiobiotin,,AUTOLBMXDDTRRT-JGVFFNPUSA-N,445027,C10H18N2O3,HMDB03581,CHEBI:42280,,3.06466,213.1244,[M-H]-,negative,C18_NEG_0043_dethiobiotin_negative_M-H213p1244_3p06,C18,targeted,,,,0.0,downregulated
C18_NEG_0044_3-phenyllactic_acid_negative_M-H165p0557_3p07,3-phenyllactic acid,,VOXXWSYKYCBWHO-UHFFFAOYSA-N,3848,C9H10O3,HMDB00779,CHEBI:8100///CHEBI:25998,,3.070109,165.0557,[M-H]-,negative,C18_NEG_0044_3-phenyllactic_acid_negative_M-H165p0557_3p07,C18,targeted,,,,0.0,downregulated
C18_NEG_0047_indole-3-carboxylic_acid_negative_M-H160p0404_3p24,indole-3-carboxylic acid,,KMAKOBLIOCQGJP-UHFFFAOYSA-N,69867,C9H7NO2,HMDB03320,CHEBI:62448///CHEBI:24809,,3.237878,160.0404,[M-H]-,negative,C18_NEG_0047_indole-3-carboxylic_acid_negative_M-H160p0404_3p24,C18,targeted,,,,0.0,downregulated
C18_NEG_0048_n-acetyl-tryptophan_negative_M-H245p0931_3p25,n-acetyl-tryptophan,,DZTHIGRZJZPRDV-UHFFFAOYSA-N,2002,C13H14N2O3,,CHEBI:70976,,3.252534,245.0931,[M-H]-,negative,C18_NEG_0048_n-acetyl-tryptophan_negative_M-H245p0931_3p25,C18,targeted,,,,0.0,downregulated
C18_NEG_0050_benzoic_acid_negative_M-H121p0295_3p40,benzoic acid,C00539///C00180,WPYMKLBDIGXBTP-UHFFFAOYSA-N,243,C7H6O2,HMDB01870,CHEBI:16150///CHEBI:30746,,3.402407,121.0295,[M-H]-,negative,C18_NEG_0050_benzoic_acid_negative_M-H121p0295_3p40,C18,targeted,,,,0.0,downregulated
C18_NEG_0052_indole-3-acetic_acid_negative_M-H174p0560_3p49,indole-3-acetic acid,C00954,SEOVTRFCIGRIMH-UHFFFAOYSA-N,802,C10H9NO2,HMDB00197,CHEBI:30854///CHEBI:16411,,3.489902,174.056,[M-H]-,negative,C18_NEG_0052_indole-3-acetic_acid_negative_M-H174p0560_3p49,C18,targeted,,,,0.0,downregulated
C18_NEG_0055_6_11-dioxododecanoic_acid_negative_M-H227p1289_3p55,"6,11-dioxododecanoic acid",,OIAVTFGRDNUKCM-UHFFFAOYSA-N,,C12H20O4,,,,3.551419,227.1289,[M-H]-,negative,C18_NEG_0055_6_11-dioxododecanoic_acid_negative_M-H227p1289_3p55,C18,targeted,,,,0.0,downregulated
C18_NEG_0056_methyl_caffeate_negative_M-H193p0506_3p57,methyl caffeate,C10477,OCNYGKNIVPVPPX-HWKANZROSA-N,689075,C10H10O4,,CHEBI:6856///CHEBI:65331,,3.572387,193.0506,[M-H]-,negative,C18_NEG_0056_methyl_caffeate_negative_M-H193p0506_3p57,C18,targeted,,,,1.0,insignificant
C18_NEG_0057_heptanoic_acid_negative_M+acetate189p1133_3p86,heptanoic acid,C05799///C17714,MNWFXJYAOYHMED-UHFFFAOYSA-N,8094,C7H14O2,HMDB00666,CHEBI:45571///CHEBI:32362,LMFA01010007,3.857474,189.1133,[M+acetate]-,negative,C18_NEG_0057_heptanoic_acid_negative_M+acetate189p1133_3p86,C18,targeted,,,,0.0,downregulated
C18_NEG_0058_10-hydroxydecanoate_negative_M-H187p1339_4p05,10-hydroxydecanoate,C02774,YJCJVMMDTBEITC-UHFFFAOYSA-N,74300,C10H20O3,,CHEBI:11305///CHEBI:17409,LMFA01050033,4.04538,187.1339,[M-H]-,negative,C18_NEG_0058_10-hydroxydecanoate_negative_M-H187p1339_4p05,C18,targeted,,,,0.0,downregulated
C18_NEG_0059_dinoprost_negative_M-H353p2333_4p62,dinoprost,C12786///C00639,PXGPLTODNUVGFL-YNNPMVKQSA-N,5280363,C20H34O5,HMDB15291,CHEBI:15553///CHEBI:57404///CHEBI:31502,LMFA03010002,4.618847,353.2333,[M-H]-,negative,C18_NEG_0059_dinoprost_negative_M-H353p2333_4p62,C18,targeted,,,,0.0,downregulated
C18_NEG_0061_2-heptylhexanedioic_acid_negative_M-H243p1602_5p27,2-heptylhexanedioic acid,,BXXCVHNCCFZMSE-UHFFFAOYSA-N,,C13H24O4,,,,5.269015,243.1602,[M-H]-,negative,C18_NEG_0061_2-heptylhexanedioic_acid_negative_M-H243p1602_5p27,C18,targeted,,,,0.0,downregulated
C18_NEG_0062_16-hydroxyhexadecanoic_acid_negative_M-H271p2278_6p16,16-hydroxyhexadecanoic acid,C18218,UGAGPNKCDRTDHP-UHFFFAOYSA-N,10466,C16H32O3,HMDB06294,CHEBI:55329///CHEBI:55328,LMFA01050051,6.155693,271.2278,[M-H]-,negative,C18_NEG_0062_16-hydroxyhexadecanoic_acid_negative_M-H271p2278_6p16,C18,targeted,,,,0.0,downregulated
C18_NEG_0063nootkatone_negative_M+acetate277p1810_6p17,(-)-nootkatone,,WTOYNNBCKUYIKC-SLEUVZQESA-N,,C15H22O,,,,6.171975,277.181,[M+acetate]-,negative,C18_NEG_0063nootkatone_negative_M+acetate277p1810_6p17,C18,targeted,,,,1.0,insignificant
C18_NEG_0064_5-oxopentadecanoic_acid_negative_M-H255p1965_6p54,5-oxopentadecanoic acid,,RNMOYYIVANEQIG-UHFFFAOYSA-N,,C15H28O3,,,,6.539759,255.1965,[M-H]-,negative,C18_NEG_0064_5-oxopentadecanoic_acid_negative_M-H255p1965_6p54,C18,targeted,,,,0.0,downregulated
C18_NEG_0065_palmitoleic_acid_negative_M-H253p2173_7p47,palmitoleic acid,C08362,SECPZKHBENQXJG-FPLPWBNLSA-N,445638,C16H30O2,HMDB03229,CHEBI:32372///CHEBI:28716,LMFA01030056,7.466283,253.2173,[M-H]-,negative,C18_NEG_0065_palmitoleic_acid_negative_M-H253p2173_7p47,C18,targeted,,,,1.0,insignificant
C18_NEG_0066_stearic_acid_negative_M-H283p2642_8p07,stearic acid,C01530,QIQXTHQIDYTFRH-UHFFFAOYSA-N,5281,C18H36O2,HMDB32522///HMDB00827///HMDB32300,CHEBI:25629///CHEBI:28842///CHEBI:9254///CHEBI:37867,LMFA01010018,8.070641,283.2642,[M-H]-,negative,C18_NEG_0066_stearic_acid_negative_M-H283p2642_8p07,C18,targeted,,,,1.0,insignificant
HILIC_POS_0004_indole-3-acetamide_positive_M+H175p0866_1p29,indole-3-acetamide,C02693,ZOAMBXDOGPRZLP-UHFFFAOYSA-N,397.0,C10H10N2O,HMDB29739,CHEBI:16031,,1.288913,175.0866,[M+H]+,positive,HILIC_POS_0004_indole-3-acetamide_positive_M+H175p0866_1p29,HILIC,targeted,,,,3.0,upregulated
HILIC_POS_0006_5-hydroxyindoleacetic_acid_positive_M+H192p0655_1p30,5-hydroxyindoleacetic acid,C05635,DUUGKQCEGZLZNO-UHFFFAOYSA-N,1826.0,C10H9NO3,HMDB00763,CHEBI:27823///CHEBI:62622,,1.303303,192.0655,[M+H]+,positive,HILIC_POS_0006_5-hydroxyindoleacetic_acid_positive_M+H192p0655_1p30,HILIC,targeted,,,,,
HILIC_POS_0007_2-hydroxypyridine_positive_M+H96p0444_1p39,2-hydroxypyridine,C02502,UBQKCCHYAOITMY-UHFFFAOYSA-N,8871.0,C5H5NO,HMDB13751,CHEBI:16540,,1.388864,96.04439,[M+H]+,positive,HILIC_POS_0007_2-hydroxypyridine_positive_M+H96p0444_1p39,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0010_dethiobiotin_positive_M+H215p1390_1p94,dethiobiotin,,AUTOLBMXDDTRRT-JGVFFNPUSA-N,445027.0,C10H18N2O3,HMDB03581,CHEBI:42280,,1.938372,215.139,[M+H]+,positive,HILIC_POS_0010_dethiobiotin_positive_M+H215p1390_1p94,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0011_4-hydroxy-2-quinolone_positive_M+H162p0549_2p06,4-hydroxy-2-quinolone,C16716,HDHQZCHIXUUSMK-UHFFFAOYSA-N,54680871.0,C9H7NO2,,CHEBI:75926,,2.058756,162.0549,[M+H]+,positive,HILIC_POS_0011_4-hydroxy-2-quinolone_positive_M+H162p0549_2p06,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0012_pyridoxine_positive_M+H170p0812_2p09,pyridoxine,C00314,LXNHXLLTXMVWPM-UHFFFAOYSA-N,1054.0,C8H11NO3,HMDB00239,CHEBI:16709///CHEBI:30961,,2.086533,170.0812,[M+H]+,positive,HILIC_POS_0012_pyridoxine_positive_M+H170p0812_2p09,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0013_2deoxyadenosine_positive_M+H252p1091_2p16,2'-deoxyadenosine,C00559,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,13730.0,C10H13N5O3,HMDB00101,CHEBI:17256,,2.155332,252.1091,[M+H]+,positive,HILIC_POS_0013_2deoxyadenosine_positive_M+H252p1091_2p16,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0014_adenine_positive_M+H136p0618_2p54,adenine,C00147,GFFGJBXGBJISGV-UHFFFAOYSA-N,190.0,C5H5N5,HMDB00034,CHEBI:16708,,2.540463,136.0618,[M+H]+,positive,HILIC_POS_0014_adenine_positive_M+H136p0618_2p54,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0015_xanthine_positive_M+H153p0407_2p59,xanthine,C00385,LRFVTYWOQMYALW-UHFFFAOYSA-N,1188.0,C5H4N4O2,HMDB00292,CHEBI:48517///CHEBI:17712,,2.589799,153.0407,[M+H]+,positive,HILIC_POS_0015_xanthine_positive_M+H153p0407_2p59,HILIC,targeted,,,,,
HILIC_POS_0016_4-pyridoxic_acid_positive_M+H184p0604_2p72,4-pyridoxic acid,C00847,HXACOUQIXZGNBF-UHFFFAOYSA-N,6723.0,C8H9NO4,HMDB00017,CHEBI:30959///CHEBI:17405,,2.718677,184.0604,[M+H]+,positive,HILIC_POS_0016_4-pyridoxic_acid_positive_M+H184p0604_2p72,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0017_uridine_positive_M+H245p0768_2p74,uridine,C00299,DRTQHJPVMGBUCF-XVFCMESISA-N,6029.0,C9H12N2O6,HMDB00296,CHEBI:16704,,2.740546,245.0768,[M+H]+,positive,HILIC_POS_0017_uridine_positive_M+H245p0768_2p74,HILIC,targeted,,,,,
HILIC_POS_0018_4-acetamidobutanoic_acid_positive_M+H146p0812_2p83,4-acetamidobutanoic acid,C02946,UZTFMUBKZQVKLK-UHFFFAOYSA-N,18189.0,C6H11NO3,HMDB03681///HMDB60265,CHEBI:11951///CHEBI:17645,,2.832849,146.0812,[M+H]+,positive,HILIC_POS_0018_4-acetamidobutanoic_acid_positive_M+H146p0812_2p83,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0019_adenosine_positive_M+H268p1040_2p88,adenosine,C00212,OIRDTQYFTABQOQ-KQYNXXCUSA-N,60961.0,C10H13N5O4,HMDB00050,CHEBI:16335,,2.876832,268.104,[M+H]+,positive,HILIC_POS_0019_adenosine_positive_M+H268p1040_2p88,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0020_hypoxanthine_positive_M+H137p0458_2p90,hypoxanthine,C00262,FDGQSTZJBFJUBT-UHFFFAOYSA-N,790.0,C5H4N4O,HMDB00157,CHEBI:17368,,2.895378,137.0458,[M+H]+,positive,HILIC_POS_0020_hypoxanthine_positive_M+H137p0458_2p90,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0022_biotin_positive_M+H245p0954_3p21,biotin,C00120,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,171548.0,C10H16N2O3S,HMDB00030,CHEBI:15956///CHEBI:57586,,3.210876,245.0954,[M+H]+,positive,HILIC_POS_0022_biotin_positive_M+H245p0954_3p21,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0023_3-methyladenine_positive_M+H150p0774_3p38,3-methyladenine,C00913,FSASIHFSFGAIJM-UHFFFAOYSA-N,1673.0,C6H7N5,HMDB11600,CHEBI:38635,,3.378657,150.0774,[M+H]+,positive,HILIC_POS_0023_3-methyladenine_positive_M+H150p0774_3p38,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0024_pterin_positive_M+H164p0567_3p45,pterin,C00715,HNXQXTQTPAJEJL-UHFFFAOYSA-N,73000.0,C6H5N5O,HMDB00802,CHEBI:44992///CHEBI:37105///CHEBI:18265,,3.446012,164.0567,[M+H]+,positive,HILIC_POS_0024_pterin_positive_M+H164p0567_3p45,HILIC,targeted,,,,1.0,insignificant
HILIC_POS_0026_creatinine_positive_M+H114p0662_3p73,creatinine,C00791,DDRJAANPRJIHGJ-UHFFFAOYSA-N,588.0,C4H7N3O,HMDB00562,CHEBI:16737,,3.730504,114.0662,[M+H]+,positive,HILIC_POS_0026_creatinine_positive_M+H114p0662_3p73,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0027_choline_positive_M104p1070_3p85,choline,C00114,OEYIOHPDSNJKLS-UHFFFAOYSA-N,305.0,C5H14NO+,HMDB00097,CHEBI:133341///CHEBI:15354,,3.851597,104.107,[M]+,positive,HILIC_POS_0027_choline_positive_M104p1070_3p85,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0028_choline_o-sulfuric_acid_positive_M184p0638_3p95,choline o-sulfuric acid,,WXCQAWGXWVRCGP-UHFFFAOYSA-O,,C5H14NO4S+,,,,3.950184,184.0638,[M]+,positive,HILIC_POS_0028_choline_o-sulfuric_acid_positive_M184p0638_3p95,HILIC,targeted,,,,1.0,insignificant
HILIC_POS_0029_5-methylcytosine_positive_M+H126p0662_4p07,5-methylcytosine,C02376,LRSASMSXMSNRBT-UHFFFAOYSA-N,65040.0,C5H7N3O,HMDB02894,CHEBI:27551,,4.074521,126.0662,[M+H]+,positive,HILIC_POS_0029_5-methylcytosine_positive_M+H126p0662_4p07,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0030_1_2-dipalmitoyl-rac-glycero-3-phosphoethanolamine_positive_M+H692p5225_4p15,"1,2-dipalmitoyl-rac-glycero-3-phosphoethanolamine",,SLKDGVPOSSLUAI-UHFFFAOYSA-N,65109.0,C37H74NO8P,,,,4.154335,692.5225,[M+H]+,positive,HILIC_POS_0030_1_2-dipalmitoyl-rac-glycero-3-phosphoethanolamine_positive_M+H692p5225_4p15,HILIC,targeted,,,,,
HILIC_POS_0031_riboflavin_positive_M+H377p1456_4p22,riboflavin,C00255,AUNGANRZJHBGPY-SCRDCRAPSA-N,493570.0,C17H20N4O6,HMDB00244,CHEBI:17015,,4.215474,377.1456,[M+H]+,positive,HILIC_POS_0031_riboflavin_positive_M+H377p1456_4p22,HILIC,targeted,,,,,
HILIC_POS_0032_cytosine_positive_M+H112p0505_4p46,cytosine,C00380,OPTASPLRGRRNAP-UHFFFAOYSA-N,597.0,C4H5N3O,HMDB00630,CHEBI:16040,,4.463451,112.0505,[M+H]+,positive,HILIC_POS_0032_cytosine_positive_M+H112p0505_4p46,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0033_4-quinolinecarboxylic_acid_positive_M+H174p0549_5p01,4-quinolinecarboxylic acid,C06414,VQMSRUREDGBWKT-UHFFFAOYSA-N,10243.0,C10H7NO2,,CHEBI:18311///CHEBI:58440,,5.013031,174.0549,[M+H]+,positive,HILIC_POS_0033_4-quinolinecarboxylic_acid_positive_M+H174p0549_5p01,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0035_inosine_positive_M+H269p0881_5p01,inosine,C00294,UGQMRVRMYYASKQ-KQYNXXCUSA-N,6021.0,C10H12N4O5,HMDB00195,CHEBI:17596,,5.01347,269.0881,[M+H]+,positive,HILIC_POS_0035_inosine_positive_M+H269p0881_5p01,HILIC,targeted,,,,1.0,insignificant
HILIC_POS_0037_deoxycytidine_positive_M+H228p0979_5p18,2'-deoxycytidine,C00881,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,13711.0,C9H13N3O4,HMDB00014,CHEBI:15698,,5.176283,228.0979,[M+H]+,positive,HILIC_POS_0037_deoxycytidine_positive_M+H228p0979_5p18,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0039_isonicotinic_acid_positive_M+H124p0393_5p53,isonicotinic acid,C07446,TWBYWOBDOCUKOW-UHFFFAOYSA-N,5922.0,C6H5NO2,HMDB60665,CHEBI:6032,,5.525911,124.0393,[M+H]+,positive,HILIC_POS_0039_isonicotinic_acid_positive_M+H124p0393_5p53,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0040_guanine_positive_M+H152p0567_5p78,guanine,C00242,UYTPUPDQBNUYGX-UHFFFAOYSA-N,764.0,C5H5N5O,HMDB00132,CHEBI:16235,,5.777391,152.0567,[M+H]+,positive,HILIC_POS_0040_guanine_positive_M+H152p0567_5p78,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0041_N-acetyl-galactosamine_positive_M+H-H2O204p0866_5p89,N-acetyl-galactosamine,C01132,OVRNDRQMDRJTHS-CBQIKETKSA-N,84265.0,C8H15NO6,HMDB00212,CHEBI:40356,,5.890959,204.0866,[M+H-H2O]+,positive,HILIC_POS_0041_N-acetyl-galactosamine_positive_M+H-H2O204p0866_5p89,HILIC,targeted,,,,,
HILIC_POS_0042_2deoxyguanosine_positive_M+H268p1040_6p37,2'-deoxyguanosine,C00330,YKBGVTZYEHREMT-KVQBGUIXSA-N,187790.0,C10H13N5O4,HMDB00085,CHEBI:17172,,6.37409,268.104,[M+H]+,positive,HILIC_POS_0042_2deoxyguanosine_positive_M+H268p1040_6p37,HILIC,targeted,,,,1.0,insignificant
HILIC_POS_0043_pantothenic_acid_positive_M+H220p1180_6p41,pantothenic acid,C12276///C00864,GHOKWGTUZJEAQD-ZETCQYMHSA-N,6613.0,C9H17NO5,,CHEBI:29032///CHEBI:31345///CHEBI:46905,,6.405453,220.118,[M+H]+,positive,HILIC_POS_0043_pantothenic_acid_positive_M+H220p1180_6p41,HILIC,targeted,,,,1.0,insignificant
HILIC_POS_0046_cytidine_positive_M+H244p0928_6p43,cytidine,C00475,UHDGCWIWMRVCDJ-XVFCMESISA-N,6175.0,C9H13N3O5,HMDB00089,CHEBI:17562,,6.426158,244.0928,[M+H]+,positive,HILIC_POS_0046_cytidine_positive_M+H244p0928_6p43,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0047_N-acetyl-glucosamine_positive_M+H222p0972_6p43,N-Acetyl-D-Glucosamine,C00140,OVRNDRQMDRJTHS-RTRLPJTCSA-N,439174.0,C8H15NO6,HMDB00215,CHEBI:506227,,6.429366,222.0972,[M+H]+,positive,HILIC_POS_0047_N-acetyl-glucosamine_positive_M+H222p0972_6p43,HILIC,targeted,,,,1.0,insignificant
HILIC_POS_0048_tyramine_positive_M+H138p0913_6p48,tyramine,C00483,DZGWFCGJZKJUFP-UHFFFAOYSA-N,5610.0,C8H11NO,HMDB00306,CHEBI:327995///CHEBI:15760,,6.480804,138.0913,[M+H]+,positive,HILIC_POS_0048_tyramine_positive_M+H138p0913_6p48,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0050_N-acetyl-mannosamine_positive_M+H-H2O204p0866_6p52,N-Acetyl-D-Mannosamine,C00645,OVRNDRQMDRJTHS-ZTVVOAFPSA-N,439281.0,C8H15NO6,,CHEBI:63153,,6.524533,204.0866,[M+H-H2O]+,positive,HILIC_POS_0050_N-acetyl-mannosamine_positive_M+H-H2O204p0866_6p52,HILIC,targeted,,,,,
HILIC_POS_0051_betaine_positive_M118p0863_7p36,betaine,C00719,KWIUHFFTVRNATP-UHFFFAOYSA-O,248.0,C5H12NO2+,HMDB59606///HMDB00043,CHEBI:17750///CHEBI:91242///CHEBI:41139,,7.357872,118.0863,[M]+,positive,HILIC_POS_0051_betaine_positive_M118p0863_7p36,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0054_serotonin_positive_M+H177p1022_8p04,serotonin,C00780,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5202.0,C10H12N2O,HMDB00259,CHEBI:28790///CHEBI:350546,,8.042725,177.1022,[M+H]+,positive,HILIC_POS_0054_serotonin_positive_M+H177p1022_8p04,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0055_trigonelline_positive_M138p0549_8p19,trigonelline,C01004,WWNNZCOKKKDOPX-UHFFFAOYSA-O,5571.0,C7H8NO2+,HMDB00875,CHEBI:18123///CHEBI:50521,,8.189394,138.0549,[M]+,positive,HILIC_POS_0055_trigonelline_positive_M138p0549_8p19,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0056_phenylalanine_positive_M+H166p0863_8p37,phenylalanine,C00079,COLNVLDHVKWLRT-QMMMGPOBSA-N,6140.0,C9H11NO2,HMDB00159,CHEBI:17295///CHEBI:58095///CHEBI:32495///CHEBI:57981///CHEBI:32486,,8.370301,166.0863,[M+H]+,positive,HILIC_POS_0056_phenylalanine_positive_M+H166p0863_8p37,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0057_bis_3-aminopropyl_amine_positive_M-H+2Na176p1134_8p40,bis(3-aminopropyl)amine,C03375,OTBHHUPVCYLGQO-UHFFFAOYSA-N,5942.0,C6H17N3,HMDB11634,CHEBI:57920///CHEBI:16841,,8.397064,176.1134,[M-H+2Na]+,positive,HILIC_POS_0057_bis_3-aminopropyl_amine_positive_M-H+2Na176p1134_8p40,HILIC,targeted,,,,1.0,insignificant
HILIC_POS_0058_thiamine_positive_M265p1118_8p48,thiamine,C00378,JZRWCGZRTZMZEH-UHFFFAOYSA-N,1130.0,C12H17N4OS+,HMDB00235,CHEBI:49105///CHEBI:33283///CHEBI:49107///CHEBI:18385,,8.475808,265.1118,[M]+,positive,HILIC_POS_0058_thiamine_positive_M265p1118_8p48,HILIC,targeted,,,,,
HILIC_POS_0063_N-acetylputrescine_positive_M+H131p1179_9p71,N-acetylputrescine,C02714,KLZGKIDSEJWEDW-UHFFFAOYSA-N,122356.0,C6H14N2O,HMDB02064///HMDB60268,CHEBI:17768///CHEBI:58263,,9.712044,131.1179,[M+H]+,positive,HILIC_POS_0063_N-acetylputrescine_positive_M+H131p1179_9p71,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,methionine,C00073,FFEARJCKVFRZRR-BYPYZUCNSA-N,6137.0,C5H11NO2S,HMDB00696,CHEBI:57932///CHEBI:16643///CHEBI:32631///CHEBI:32638,,9.846554,150.0583,[M+H]+,positive,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0065_norvaline_positive_M+H118p0863_10p18,norvaline,C01826,SNDPXSYFESPGGJ-BYPYZUCNSA-N,65098.0,C5H11NO2,,CHEBI:18314,LMFA01100041,10.18297,118.0863,[M+H]+,positive,HILIC_POS_0065_norvaline_positive_M+H118p0863_10p18,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0066_proline_positive_M+H116p0706_10p33,proline,C00148,ONIBWKKTOPOVIA-BYPYZUCNSA-N,145742.0,C5H9NO2,HMDB00162,CHEBI:17203///CHEBI:32864///CHEBI:32862,,10.33154,116.0706,[M+H]+,positive,HILIC_POS_0066_proline_positive_M+H116p0706_10p33,HILIC,targeted,,,,0.0,downregulated
HILIC_POS_0067_pipecolic_acid_positive_M+H130p0863_10p38,pipecolic acid,C00408,HXEACLLIILLPRG-YFKPBYRVSA-N,439227.0,C6H11NO2,HMDB00716,CHEBI:30633///CHEBI:61185///CHEBI:30913,,10.38153,130.0863,[M+H]+,positive,HILIC_POS_0067_pipecolic_acid_positive_M+H130p0863_10p38,HILIC,targeted,,,,0.0,downregulated
